image_path,body_part,vitamin,multilabel
Skin/vitamin_A deficiency/eczema-herpeticum-6.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/eczema-herpeticum-60.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/eczema-herpeticum-61.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/eczema-herpeticum-7.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/eczema-herpeticum-8.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/eczema-herpeticum-9.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-14.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-15.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-16.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-18.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-2.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-20.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-23.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-24.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-25.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-28.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-3.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-30.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-31.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-33.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-34.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-4.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-5.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-6.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-7.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-8.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/halo-nevus-9.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/hang-nail-1.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/hang-nail-2.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/hang-nail-3.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-101.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-103.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-128.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-13.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-135.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-136.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-14.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-141.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-20.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-27.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-28.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-29.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-31.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-32.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-33.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-35.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-36.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-37.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-38.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-40.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-42.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-47.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-49.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-50.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-51.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-52.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-53.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-54.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-57.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-59.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-60.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-64.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-65.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-66.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-67.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-68.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-88.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-89.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-9.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-cutaneous-90.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/Herpes-Hand-0519012.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/Herpes-Hand-0519014.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-immunocompromised-1.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-immunocompromised-2.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-immunocompromised-3.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-immunocompromised-4.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-immunocompromised-5.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-immunocompromised-7.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-1.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-10.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-12.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-13.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-15.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-18.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-19.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-20.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-21.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-23.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-24.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-25.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-26.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-29.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-3.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-31.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-35.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-36.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-4.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-40.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-41.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-42.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-45.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-46.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-47.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-48.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-49.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-5.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-50.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-51.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-52.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-53.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-54.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-56.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-57.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-6.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-60.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-61.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-7.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-simplex-8.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-10.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-12.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-13.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-17.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-25.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-26.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-27.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-28.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-30.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-37.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-39.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-42.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-43.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-46.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-48.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-51.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-52.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-55.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-6.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-63.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-65.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-67.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-69.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-7.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-primary-8.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-1.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-10.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-102.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-11.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-2.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-24.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-27.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-35.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-36.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-37.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-41.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-45.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-46.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-47.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-48.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-49.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-51.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-52.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-54.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-55.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-73.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-84.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-89.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-92.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-93.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-95.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-96.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-97.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-98.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-type-1-recurrent-99.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-115.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-12.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-123.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-124.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-125.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-126.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-128.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-129.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-133.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-135.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-139.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-141.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-142.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-164.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-165.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-18.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-19.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-198.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-20.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-78.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-79.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-8.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-80.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-81.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-82.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-83.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-84.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-85.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-86.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-87.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-88.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-89.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/herpes-zoster-90.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/ISIC_0000545.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/ISIC_0000546.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/ISIC_0000556.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
Skin/vitamin_A deficiency/ISIC_0010512.jpg,Skin,vitamin_A deficiency,"['Skin', 'vitamin_A deficiency']"
